"phase" "subject" "activityName" "variable" "mean"
"TRAIN" 7 "SITTING" "tBodyGyro-std()-Z" -0.937021208541667
"TRAIN" 7 "SITTING" "tBodyGyroJerk-mean()-X" -0.0938155625083333
"TRAIN" 7 "SITTING" "tBodyGyroJerk-mean()-Y" -0.0396444885
"TRAIN" 7 "SITTING" "tBodyGyroJerk-mean()-Z" -0.0454566269166667
"TRAIN" 7 "SITTING" "tBodyGyroJerk-std()-X" -0.974369045625
"TRAIN" 7 "SITTING" "tBodyGyroJerk-std()-Y" -0.981024680625
"TRAIN" 7 "SITTING" "tBodyGyroJerk-std()-Z" -0.980954665416667
"TRAIN" 7 "SITTING" "tBodyAccMag-mean()" -0.918432107083333
"TRAIN" 7 "SITTING" "tBodyAccMag-std()" -0.881957619770833
"TRAIN" 7 "SITTING" "tGravityAccMag-mean()" -0.918432107083333
"TRAIN" 7 "SITTING" "tGravityAccMag-std()" -0.881957619770833
"TRAIN" 7 "SITTING" "tBodyAccJerkMag-mean()" -0.976559676458333
"TRAIN" 7 "SITTING" "tBodyAccJerkMag-std()" -0.970243274166667
"TRAIN" 7 "SITTING" "tBodyGyroMag-mean()" -0.897870535
"TRAIN" 7 "SITTING" "tBodyGyroMag-std()" -0.898063314375
"TRAIN" 7 "SITTING" "tBodyGyroJerkMag-mean()" -0.981665122291667
"TRAIN" 7 "SITTING" "tBodyGyroJerkMag-std()" -0.976214430208333
"TRAIN" 7 "SITTING" "fBodyAcc-mean()-X" -0.972697126875
"TRAIN" 7 "SITTING" "fBodyAcc-mean()-Y" -0.93149063375
"TRAIN" 7 "SITTING" "fBodyAcc-mean()-Z" -0.904675337916667
"TRAIN" 7 "SITTING" "fBodyAcc-std()-X" -0.972879966041667
"TRAIN" 7 "SITTING" "fBodyAcc-std()-Y" -0.904629195833333
"TRAIN" 7 "SITTING" "fBodyAcc-std()-Z" -0.844083052916667
"TRAIN" 7 "SITTING" "fBodyAcc-meanFreq()-X" -0.0334312226625
"TRAIN" 7 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0147166711666667
"TRAIN" 7 "SITTING" "fBodyAcc-meanFreq()-Z" -0.1017660835625
"TRAIN" 7 "SITTING" "fBodyAccJerk-mean()-X" -0.982037243958333
"TRAIN" 7 "SITTING" "fBodyAccJerk-mean()-Y" -0.969423612916667
"TRAIN" 7 "SITTING" "fBodyAccJerk-mean()-Z" -0.968503504791667
"TRAIN" 7 "SITTING" "fBodyAccJerk-std()-X" -0.984026344375
"TRAIN" 7 "SITTING" "fBodyAccJerk-std()-Y" -0.971814980208333
"TRAIN" 7 "SITTING" "fBodyAccJerk-std()-Z" -0.974699194375
"TRAIN" 7 "SITTING" "fBodyAccJerk-meanFreq()-X" 0.180132581508333
"TRAIN" 7 "SITTING" "fBodyAccJerk-meanFreq()-Y" -0.0815021323520833
"TRAIN" 7 "SITTING" "fBodyAccJerk-meanFreq()-Z" -0.0857527580416667
"TRAIN" 7 "SITTING" "fBodyGyro-mean()-X" -0.9436317575
"TRAIN" 7 "SITTING" "fBodyGyro-mean()-Y" -0.956678065
"TRAIN" 7 "SITTING" "fBodyGyro-mean()-Z" -0.9474199325
"TRAIN" 7 "SITTING" "fBodyGyro-std()-X" -0.9427264225
"TRAIN" 7 "SITTING" "fBodyGyro-std()-Y" -0.93824472
"TRAIN" 7 "SITTING" "fBodyGyro-std()-Z" -0.939826018125
"TRAIN" 7 "SITTING" "fBodyGyro-meanFreq()-X" -0.071630230475
"TRAIN" 7 "SITTING" "fBodyGyro-meanFreq()-Y" -0.308762329160625
"TRAIN" 7 "SITTING" "fBodyGyro-meanFreq()-Z" -0.0187739586583333
"TRAIN" 7 "SITTING" "fBodyAccMag-mean()" -0.90895677625
"TRAIN" 7 "SITTING" "fBodyAccMag-std()" -0.88691563825
"TRAIN" 7 "SITTING" "fBodyAccMag-meanFreq()" -0.0112330111875
"TRAIN" 7 "SITTING" "fBodyBodyAccJerkMag-mean()" -0.970954184166667
"TRAIN" 7 "SITTING" "fBodyBodyAccJerkMag-std()" -0.9684948675
"TRAIN" 7 "SITTING" "fBodyBodyAccJerkMag-meanFreq()" 0.18122972525
"TRAIN" 7 "SITTING" "fBodyBodyGyroMag-mean()" -0.933081955208333
"TRAIN" 7 "SITTING" "fBodyBodyGyroMag-std()" -0.895804978125
"TRAIN" 7 "SITTING" "fBodyBodyGyroMag-meanFreq()" -0.142830891383333
"TRAIN" 7 "SITTING" "fBodyBodyGyroJerkMag-mean()" -0.978634991458333
"TRAIN" 7 "SITTING" "fBodyBodyGyroJerkMag-std()" -0.97496593875
"TRAIN" 7 "SITTING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0553638918958333
"TRAIN" 7 "STANDING" "tBodyAcc-mean()-X" 0.282723539433962
"TRAIN" 7 "STANDING" "tBodyAcc-mean()-Y" -0.0145740341037736
"TRAIN" 7 "STANDING" "tBodyAcc-mean()-Z" -0.0997778303207547
"TRAIN" 7 "STANDING" "tBodyAcc-std()-X" -0.979307570377358
"TRAIN" 7 "STANDING" "tBodyAcc-std()-Y" -0.923400921886792
"TRAIN" 7 "STANDING" "tBodyAcc-std()-Z" -0.917064168490566
"TRAIN" 7 "STANDING" "tGravityAcc-mean()-X" 0.958728687924528
"TRAIN" 7 "STANDING" "tGravityAcc-mean()-Y" -0.117607048924528
"TRAIN" 7 "STANDING" "tGravityAcc-mean()-Z" -0.0516573721320755
"TRAIN" 7 "STANDING" "tGravityAcc-std()-X" -0.987917503962264
"TRAIN" 7 "STANDING" "tGravityAcc-std()-Y" -0.966162998679245
"TRAIN" 7 "STANDING" "tGravityAcc-std()-Z" -0.939161014716981
"TRAIN" 7 "STANDING" "tBodyAccJerk-mean()-X" 0.0751915112830189
"TRAIN" 7 "STANDING" "tBodyAccJerk-mean()-Y" 0.00694700354075472
"TRAIN" 7 "STANDING" "tBodyAccJerk-mean()-Z" -0.0108420294035849
"TRAIN" 7 "STANDING" "tBodyAccJerk-std()-X" -0.976403544716981
"TRAIN" 7 "STANDING" "tBodyAccJerk-std()-Y" -0.965810609622642
"TRAIN" 7 "STANDING" "tBodyAccJerk-std()-Z" -0.972060053207547
"TRAIN" 7 "STANDING" "tBodyGyro-mean()-X" -0.0291582212545283
"TRAIN" 7 "STANDING" "tBodyGyro-mean()-Y" -0.0774336443396226
"TRAIN" 7 "STANDING" "tBodyGyro-mean()-Z" 0.0851045000566038
"TRAIN" 7 "STANDING" "tBodyGyro-std()-X" -0.945247687358491
"TRAIN" 7 "STANDING" "tBodyGyro-std()-Y" -0.949646946792453
"TRAIN" 7 "STANDING" "tBodyGyro-std()-Z" -0.951630777358491
"TRAIN" 7 "STANDING" "tBodyGyroJerk-mean()-X" -0.0901539662169811
"TRAIN" 7 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0412797611886792
"TRAIN" 7 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0545390015471698
"TRAIN" 7 "STANDING" "tBodyGyroJerk-std()-X" -0.96598339754717
"TRAIN" 7 "STANDING" "tBodyGyroJerk-std()-Y" -0.976837757358491
"TRAIN" 7 "STANDING" "tBodyGyroJerk-std()-Z" -0.978166790943396
"TRAIN" 7 "STANDING" "tBodyAccMag-mean()" -0.942724659245283
"TRAIN" 7 "STANDING" "tBodyAccMag-std()" -0.933590156792453
"TRAIN" 7 "STANDING" "tGravityAccMag-mean()" -0.942724659245283
"TRAIN" 7 "STANDING" "tGravityAccMag-std()" -0.933590156792453
"TRAIN" 7 "STANDING" "tBodyAccJerkMag-mean()" -0.973381306226415
"TRAIN" 7 "STANDING" "tBodyAccJerkMag-std()" -0.968566356037736
"TRAIN" 7 "STANDING" "tBodyGyroMag-mean()" -0.943425564528302
"TRAIN" 7 "STANDING" "tBodyGyroMag-std()" -0.918438958867924
"TRAIN" 7 "STANDING" "tBodyGyroJerkMag-mean()" -0.977377083018868
"TRAIN" 7 "STANDING" "tBodyGyroJerkMag-std()" -0.97210793
"TRAIN" 7 "STANDING" "fBodyAcc-mean()-X" -0.976681834339623
"TRAIN" 7 "STANDING" "fBodyAcc-mean()-Y" -0.941883783773585
"TRAIN" 7 "STANDING" "fBodyAcc-mean()-Z" -0.938550519811321
"TRAIN" 7 "STANDING" "fBodyAcc-std()-X" -0.980541336037736
"TRAIN" 7 "STANDING" "fBodyAcc-std()-Y" -0.919118753018868
"TRAIN" 7 "STANDING" "fBodyAcc-std()-Z" -0.912358813773585
"TRAIN" 7 "STANDING" "fBodyAcc-meanFreq()-X" -0.079704728245283
"TRAIN" 7 "STANDING" "fBodyAcc-meanFreq()-Y" -0.159730059003774
"TRAIN" 7 "STANDING" "fBodyAcc-meanFreq()-Z" 0.00098894010754717
"TRAIN" 7 "STANDING" "fBodyAccJerk-mean()-X" -0.976323086226415
"TRAIN" 7 "STANDING" "fBodyAccJerk-mean()-Y" -0.967165093018868
"TRAIN" 7 "STANDING" "fBodyAccJerk-mean()-Z" -0.968229643018868
"TRAIN" 7 "STANDING" "fBodyAccJerk-std()-X" -0.978729082830189
"TRAIN" 7 "STANDING" "fBodyAccJerk-std()-Y" -0.966850290188679
"TRAIN" 7 "STANDING" "fBodyAccJerk-std()-Z" -0.974533710754717
"TRAIN" 7 "STANDING" "fBodyAccJerk-meanFreq()-X" 0.098774853689
"TRAIN" 7 "STANDING" "fBodyAccJerk-meanFreq()-Y" -0.188479735466038
"TRAIN" 7 "STANDING" "fBodyAccJerk-meanFreq()-Z" -0.0891602062907547
"TRAIN" 7 "STANDING" "fBodyGyro-mean()-X" -0.938121637735849
"TRAIN" 7 "STANDING" "fBodyGyro-mean()-Y" -0.957548671320755
"TRAIN" 7 "STANDING" "fBodyGyro-mean()-Z" -0.957165056226415
"TRAIN" 7 "STANDING" "fBodyGyro-std()-X" -0.947891986226415
"TRAIN" 7 "STANDING" "fBodyGyro-std()-Y" -0.945818157735849
"TRAIN" 7 "STANDING" "fBodyGyro-std()-Z" -0.954339406415094
"TRAIN" 7 "STANDING" "fBodyGyro-meanFreq()-X" -0.188057605981132
"TRAIN" 7 "STANDING" "fBodyGyro-meanFreq()-Y" -0.298448698150943
"TRAIN" 7 "STANDING" "fBodyGyro-meanFreq()-Z" -0.188116628033962
"TRAIN" 7 "STANDING" "fBodyAccMag-mean()" -0.945611450377358
"TRAIN" 7 "STANDING" "fBodyAccMag-std()" -0.93728796509434
"TRAIN" 7 "STANDING" "fBodyAccMag-meanFreq()" -0.0288451773293208
"TRAIN" 7 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.967417888301887
"TRAIN" 7 "STANDING" "fBodyBodyAccJerkMag-std()" -0.969092161886792
"TRAIN" 7 "STANDING" "fBodyBodyAccJerkMag-meanFreq()" 0.256759439860377
"TRAIN" 7 "STANDING" "fBodyBodyGyroMag-mean()" -0.93870498490566
"TRAIN" 7 "STANDING" "fBodyBodyGyroMag-std()" -0.919848139056604
"TRAIN" 7 "STANDING" "fBodyBodyGyroMag-meanFreq()" -0.187181670020755
"TRAIN" 7 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.973671168679245
"TRAIN" 7 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.971899418301887
"TRAIN" 7 "STANDING" "fBodyBodyGyroJerkMag-meanFreq()" 0.0954707400377358
"TRAIN" 7 "WALKING" "tBodyAcc-mean()-X" 0.275592961754386
"TRAIN" 7 "WALKING" "tBodyAcc-mean()-Y" -0.018653665345614
"TRAIN" 7 "WALKING" "tBodyAcc-mean()-Z" -0.110912234947368
"TRAIN" 7 "WALKING" "tBodyAcc-std()-X" -0.327243240701754
"TRAIN" 7 "WALKING" "tBodyAcc-std()-Y" -0.0772618561052631
"TRAIN" 7 "WALKING" "tBodyAcc-std()-Z" 0.159631283261403
"TRAIN" 7 "WALKING" "tGravityAcc-mean()-X" 0.932566472280702
"TRAIN" 7 "WALKING" "tGravityAcc-mean()-Y" -0.159097003684211
"TRAIN" 7 "WALKING" "tGravityAcc-mean()-Z" -0.160846924029807
"TRAIN" 7 "WALKING" "tGravityAcc-std()-X" -0.979851271403509
"TRAIN" 7 "WALKING" "tGravityAcc-std()-Y" -0.969404155087719
"TRAIN" 7 "WALKING" "tGravityAcc-std()-Z" -0.952159770526316
"TRAIN" 7 "WALKING" "tBodyAccJerk-mean()-X" 0.0901462649192983
"TRAIN" 7 "WALKING" "tBodyAccJerk-mean()-Y" 0.0184322723280702
"TRAIN" 7 "WALKING" "tBodyAccJerk-mean()-Z" -0.0210398551649123
"TRAIN" 7 "WALKING" "tBodyAccJerk-std()-X" -0.346026226140351
"TRAIN" 7 "WALKING" "tBodyAccJerk-std()-Y" -0.0547448948245614
"TRAIN" 7 "WALKING" "tBodyAccJerk-std()-Z" -0.149488514397895
"TRAIN" 7 "WALKING" "tBodyGyro-mean()-X" 0.00228835208526316
"TRAIN" 7 "WALKING" "tBodyGyro-mean()-Y" -0.0837113724842105
"TRAIN" 7 "WALKING" "tBodyGyro-mean()-Z" 0.0641104602035088
"TRAIN" 7 "WALKING" "tBodyGyro-std()-X" -0.503313517017544
"TRAIN" 7 "WALKING" "tBodyGyro-std()-Y" -0.23109830545614
"TRAIN" 7 "WALKING" "tBodyGyro-std()-Z" -0.396013535263158
"TRAIN" 7 "WALKING" "tBodyGyroJerk-mean()-X" -0.123654199751333
"TRAIN" 7 "WALKING" "tBodyGyroJerk-mean()-Y" -0.0447766029745614
"TRAIN" 7 "WALKING" "tBodyGyroJerk-mean()-Z" -0.0495713093294737
"TRAIN" 7 "WALKING" "tBodyGyroJerk-std()-X" -0.21166729682807
"TRAIN" 7 "WALKING" "tBodyGyroJerk-std()-Y" -0.174136410738596
"TRAIN" 7 "WALKING" "tBodyGyroJerk-std()-Z" -0.458302971403509
"TRAIN" 7 "WALKING" "tBodyAccMag-mean()" -0.0978090439438596
"TRAIN" 7 "WALKING" "tBodyAccMag-std()" -0.198554708385965
"TRAIN" 7 "WALKING" "tGravityAccMag-mean()" -0.0978090439438596
"TRAIN" 7 "WALKING" "tGravityAccMag-std()" -0.198554708385965
"TRAIN" 7 "WALKING" "tBodyAccJerkMag-mean()" -0.192948900438596
"TRAIN" 7 "WALKING" "tBodyAccJerkMag-std()" -0.027557329277193
"TRAIN" 7 "WALKING" "tBodyGyroMag-mean()" -0.305959351403509
"TRAIN" 7 "WALKING" "tBodyGyroMag-std()" -0.19828316695614
"TRAIN" 7 "WALKING" "tBodyGyroJerkMag-mean()" -0.300022779964912
"TRAIN" 7 "WALKING" "tBodyGyroJerkMag-std()" -0.0953401161070176
"TRAIN" 7 "WALKING" "fBodyAcc-mean()-X" -0.343048405789474
"TRAIN" 7 "WALKING" "fBodyAcc-mean()-Y" -0.0641564202736842
"TRAIN" 7 "WALKING" "fBodyAcc-mean()-Z" 0.0385832252345614
"TRAIN" 7 "WALKING" "fBodyAcc-std()-X" -0.322034908070175
"TRAIN" 7 "WALKING" "fBodyAcc-std()-Y" -0.143721823263158
"TRAIN" 7 "WALKING" "fBodyAcc-std()-Z" 0.133316828089298
"TRAIN" 7 "WALKING" "fBodyAcc-meanFreq()-X" -0.313727371842105
"TRAIN" 7 "WALKING" "fBodyAcc-meanFreq()-Y" 0.160434129035088
"TRAIN" 7 "WALKING" "fBodyAcc-meanFreq()-Z" 0.124630171101754
"TRAIN" 7 "WALKING" "fBodyAccJerk-mean()-X" -0.383715797719298
"TRAIN" 7 "WALKING" "fBodyAccJerk-mean()-Y" -0.123192887383684
"TRAIN" 7 "WALKING" "fBodyAccJerk-mean()-Z" -0.106490372892632
"TRAIN" 7 "WALKING" "fBodyAccJerk-std()-X" -0.365314790947368
"TRAIN" 7 "WALKING" "fBodyAccJerk-std()-Y" -0.0431917460807018
"TRAIN" 7 "WALKING" "fBodyAccJerk-std()-Z" -0.190751539207018
"TRAIN" 7 "WALKING" "fBodyAccJerk-meanFreq()-X" -0.284586506210526
"TRAIN" 7 "WALKING" "fBodyAccJerk-meanFreq()-Y" -0.287013819157895
"TRAIN" 7 "WALKING" "fBodyAccJerk-meanFreq()-Z" -0.244831719878947
"TRAIN" 7 "WALKING" "fBodyGyro-mean()-X" -0.318395104666667
"TRAIN" 7 "WALKING" "fBodyGyro-mean()-Y" -0.151966687436842
"TRAIN" 7 "WALKING" "fBodyGyro-mean()-Z" -0.366733617894737
"TRAIN" 7 "WALKING" "fBodyGyro-std()-X" -0.563615256666667
"TRAIN" 7 "WALKING" "fBodyGyro-std()-Y" -0.290859379017544
"TRAIN" 7 "WALKING" "fBodyGyro-std()-Z" -0.463270018245614
"TRAIN" 7 "WALKING" "fBodyGyro-meanFreq()-X" 0.111912537380702
"TRAIN" 7 "WALKING" "fBodyGyro-meanFreq()-Y" 0.273141323315789
"TRAIN" 7 "WALKING" "fBodyGyro-meanFreq()-Z" 0.0143564054561404
"TRAIN" 7 "WALKING" "fBodyAccMag-mean()" -0.151243649578947
"TRAIN" 7 "WALKING" "fBodyAccMag-std()" -0.351706780526316
"TRAIN" 7 "WALKING" "fBodyAccMag-meanFreq()" 0.172997883545614
"TRAIN" 7 "WALKING" "fBodyBodyAccJerkMag-mean()" -0.0384187298547368
"TRAIN" 7 "WALKING" "fBodyBodyAccJerkMag-std()" -0.022138358
"TRAIN" 7 "WALKING" "fBodyBodyAccJerkMag-meanFreq()" -0.0127446365087719
"TRAIN" 7 "WALKING" "fBodyBodyGyroMag-mean()" -0.192909765467895
"TRAIN" 7 "WALKING" "fBodyBodyGyroMag-std()" -0.343894914947368
"TRAIN" 7 "WALKING" "fBodyBodyGyroMag-meanFreq()" 0.300315718087719
"TRAIN" 7 "WALKING" "fBodyBodyGyroJerkMag-mean()" -0.155339855862632
"TRAIN" 7 "WALKING" "fBodyBodyGyroJerkMag-std()" -0.0841663774087719
"TRAIN" 7 "WALKING" "fBodyBodyGyroJerkMag-meanFreq()" 0.000880340047368421
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-X" 0.28030708
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Y" -0.0166332372978723
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-mean()-Z" -0.096938308587234
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-X" 0.0660815600978723
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Y" -0.138179072734043
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAcc-std()-Z" -0.0636402447755319
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-X" 0.930623632765957
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Y" -0.12987167306383
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAcc-mean()-Z" -0.154935538544681
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-X" -0.964875962978723
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Y" -0.952678693617021
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAcc-std()-Z" -0.92875646893617
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-X" 0.0968926184638298
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Y" -0.0191061075170213
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean()-Z" -0.0160390392510638
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-X" 0.0285033927287234
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Y" -0.296279674759574
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerk-std()-Z" -0.347107758021277
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-X" -0.105409612961702
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Y" -0.049717460606383
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-mean()-Z" 0.116894769042766
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-X" -0.407744096
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Y" -0.29262613606383
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyro-std()-Z" -0.401051415531915
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-X" -0.0597273512680851
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Y" -0.0381904275744681
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean()-Z" -0.0789469342553192
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-X" -0.510731018297872
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Y" -0.299520205208511
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerk-std()-Z" -0.425200371553192
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccMag-mean()" 0.0198795285851064
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccMag-std()" 0.214544028088723
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAccMag-mean()" 0.0198795285851064
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tGravityAccMag-std()" 0.214544028088723
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean()" -0.170319619372979
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std()" 0.0901836280510638
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroMag-mean()" -0.18874081887234
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroMag-std()" -0.259751603446809
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean()" -0.399229959148936
"TRAIN" 7 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std()" -0.29477867693617
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" 0.0443428315319149
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.145302311446808
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.139216222106383
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" 0.0730110797851064
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.190187141297872
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.100121492529787
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.365650549446809
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0314736615829787
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0824424244404255
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.0305226686191489
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Y" -0.316236510319149
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-Z" -0.296494902765957
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-X" -0.00426289144680851
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Y" -0.324378560319149
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-std()-Z" -0.397774503468085
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-X" -0.333627288978723
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Y" -0.414196284085106
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccJerk-meanFreq()-Z" -0.382024151510638
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-X" -0.33930147
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Y" -0.21444307293617
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-mean()-Z" -0.299600267680851
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-X" -0.432730974446809
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Y" -0.351717743191489
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-std()-Z" -0.495120053191489
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-X" -0.219867702034043
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Y" 0.20056627145234
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyGyro-meanFreq()-Z" 0.0076371946
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccMag-mean()" 0.218911066191489
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccMag-std()" 0.0214440976893617
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyAccMag-meanFreq()" 0.00380298110638298
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-mean()" 0.067389886106383
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-std()" 0.107856840302128
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag-meanFreq()" -0.0373844402161702
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-mean()" -0.255045057404255
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-std()" -0.396909651702128
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag-meanFreq()" 0.235200926489362
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-mean()" -0.289096677191489
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-std()" -0.353544695678723
"TRAIN" 7 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag-meanFreq()" 0.0819463659585106
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAcc-mean()-X" 0.248706923078431
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Y" -0.0275639005607843
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAcc-mean()-Z" -0.143769688803922
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAcc-std()-X" -0.29487297445098
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAcc-std()-Y" -0.32616002254902
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAcc-std()-Z" -0.145665025639216
"TRAIN" 7 "WALKING_UPSTAIRS" "tGravityAcc-mean()-X" 0.81874656
"TRAIN" 7 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Y" -0.240950944117647
"TRAIN" 7 "WALKING_UPSTAIRS" "tGravityAcc-mean()-Z" -0.403599709607843
"TRAIN" 7 "WALKING_UPSTAIRS" "tGravityAcc-std()-X" -0.932823053333333
"TRAIN" 7 "WALKING_UPSTAIRS" "tGravityAcc-std()-Y" -0.939774255490196
"TRAIN" 7 "WALKING_UPSTAIRS" "tGravityAcc-std()-Z" -0.881675909607843
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-X" 0.0724649938509804
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Y" -0.000812387078431372
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAccJerk-mean()-Z" -7.4519666666666e-05
"TRAIN" 7 "WALKING_UPSTAIRS" "tBodyAccJerk-std()-X" -0.415153115882353
